Message,gtrans_el,Spam
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994","Ευχαριστούμε για την παραγγελία Ringtone, Αναφορά T91. Θα χρεώνεστε 4 GBP την εβδομάδα. Μπορείτε να διαγραφείτε ανά πάσα στιγμή καλώντας την εξυπηρέτηση πελατών στο 09057039994",phising
FREE camera phones with linerental from 4.49 month with 750 cross ntwk mins. 1 2 price txt bundle deals also avble. Call 08001950382 or call2optout J MF,"ΔΩΡΕΑΝ τηλέφωνα με κάμερα με linerental από 4,49 μηνών με 750 λεπτά cross ntwk. Προσφορές πακέτου 1 2 τιμής txt επίσης avble. Καλέστε στο 08001950382 ή call2optout J MF",advertisement
"URGENT Your mobile No 077xxx WON a 2,000 Bonus Caller Prize on 02 06 03 This is the 2nd attempt to reach YOU Call 09066362206 ASAP BOX97N7QP, 150ppm","ΕΠΕΙΓΟΝ Το κινητό σας Νο 077xxx ΚΕΡΔΙΣΕ ένα βραβείο 2.000 μπόνους καλούντος στο 02 06 03 Αυτή είναι η 2η προσπάθεια να επικοινωνήσω μαζί σας Καλέστε 09066362206 ASAP BOX97N7QP, 150 ppm",phising
URGENT Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,ΕΠΕΙΓΟΝ Ο αριθμός του κινητού σας έχει απονεμηθεί με ένα βραβείο 2000 ΕΓΓΥΗΜΕΝΟ. Καλέστε στο 09058094455 από σταθερό. Αξίωση 3030. Ισχύει μόνο 12 ώρες,phising
Urgent Please call 09061213237 from landline. 5000 cash or a luxury 4 Canary Islands Holiday await collection. T Cs SAE PO Box 177. M227XY. 150ppm. 16,Επείγον Καλέστε στο 09061213237 από σταθερό. 5000 μετρητά ή μια πολυτελής συλλογή 4 Καναρίων Νήσων Διακοπές σε αναμονή. T Cs SAE Τ.Θ. 177. M227XY. 150 ppm. 16,phising
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY 2 FIND OUT WHY LOG ONTO Link THERE'S A FANTASTIC PRIZEAWAITING YOU,ΣΗΜΑΝΤΙΚΕΣ ΠΛΗΡΟΦΟΡΙΕΣ 4 ΠΟΡΤΟΚΑΛΙ ΧΡΗΣΤΗΣ 0796XXXXXX. ΣΗΜΕΡΑ ΕΙΝΑΙ Η ΤΥΧΕΡΗ ΗΜΕΡΑ 2 ΜΑΘΕΤΕ ΓΙΑΤΙ ΣΥΝΔΕΣΗ ΣΤΟ Σύνδεσμο ΣΑΣ ΠΕΡΙΜΕΝΕΙ ΕΝΑ ΦΑΝΤΑΣΤΙΚΟ ΒΡΑΒΕΙΟ,phising
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p","Ξέρουμε κάποιον που ξέρεις ότι σε λατρεύει. Καλέστε στο 09058097218 για να μάθετε ποιος. Τ.Θ. 6, LS15HB 150p",advertisement
PRIVATE Your 2003 Account Statement for 078,PRIVATE Κατάσταση λογαριασμού 2003 για 078,phising
"cmon babe, make me horny, turn me on Txt me your fantasy now babe Im hot, sticky and need you now. All replies cost 1.50. 2 cancel send STOP","cmon μωρό μου, κάνε με καύλωσε, άνοιξέ με Txt me your fantasy now baby Im hot, κολλώδης και σε χρειάζομαι τώρα. Όλες οι απαντήσεις κοστίζουν 1,50. 2 ακυρώστε αποστολή STOP",advertisement
"1000's flirting NOW Txt GIRL or BLOKE ur NAME AGE, eg GIRL ZOE 18 to 8007 to join and get chatting","φλερτ του 1000 NOW Txt GIRL ή BLOKE UR NAME AGE, π.χ. GIRL ZOE 18 έως 8007 για να συμμετάσχετε και να συνομιλήσετε",advertisement
SMS AUCTION A BRAND NEW Nokia 7250 is up 4 auction today Auction is FREE 2 join take part Txt NOKIA to 86021 now,ΔΗΜΟΠΡΑΣΙΑ SMS ΕΝΑ ΟΛΟΚΑΙΝΟΥΡΓΙΟ Nokia 7250 ξεκινά 4 δημοπρασία σήμερα Η δημοπρασία είναι ΔΩΡΕΑΝ 2 εγγραφείτε πάρτε μέρος Txt NOKIA στο 86021 τώρα,advertisement
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac","Έχετε παρατηρήσει ποτέ ότι όταν οδηγείτε, όποιος πάει πιο αργά από εσάς είναι ηλίθιος και όλοι όσοι οδηγούν πιο γρήγορα από εσάς είναι μανιακός;",advertisement
This message is brought to you by GMW Ltd. and is not connected to the,Αυτό το μήνυμα έχει ληφθεί από την GMW Ltd. και δεν είναι συνδεδεμένο με το,phising
UR awarded a City Break and could WIN a 200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk Age16 1.50perWKsub,"Η UR βράβευσε ένα City Break και μπορούσε να ΚΕΡΔΙΣΕΙ 200 καλοκαιρινές αγορές κάθε ΕΒΔΟΜΑΔΑ. Txt STORE στο 88039. SkilGme. TsCs087147403231Winawk Ηλικία 16 1,50 ανά Ksub",phising
Your B4U voucher w c 27 03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,"Το κουπόνι σας B4U w c 27 03 είναι MARSMS. Συνδεθείτε στο www.B4Utele.com για πίστωση έκπτωσης. Για να εξαιρεθείτε, σταματήστε την απάντηση. Εξυπηρέτηση πελατών καλέστε στο 08717168528",phising
"Urgent call 09066350750 from your landline. Your complimentary 4 Ibiza Holiday or 10,000 cash await collection SAE T Cs PO BOX 434 SK3 8WP 150 ppm 18",Καλέστε επειγόντως στο 09066350750 από το σταθερό σας τηλέφωνο. Η δωρεάν συλλογή σας για 4 Ibiza Holiday ή 10.000 μετρητά SAE T Cs PO BOX 434 SK3 8WP 150 ppm 18,phising
3. You have received your mobile content. Enjoy,3. Έχετε λάβει το περιεχόμενο του κινητού σας. Απολαμβάνω,advertisement
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Λάβετε τον τόνο 3 Lions England, απαντήστε lionm 4 mono ή lionp 4 poly. 4 ακόμη πηγαίνετε 2 www.ringtones.co.uk, το αρχικό n καλύτερο. Ισχύουν χρεώσεις χειριστή δικτύου Tones 3GBP",phising
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys zed 08701417012 profit 2 charity,8007 25p 4 τραγούδι Alfie Moon's Children in Need στο ur mob. Πες στους m8s. Txt TONE CHARITY to 8007 for nokias ή POLY CHARITY για polys zed 08701417012 profit 2 charity,phising
"LookAtMe Thanks for your purchase of a video clip from LookAtMe , you've been charged 35p. Think you can do better Why not send a video in a MMSto 32323.","LookAtMe Ευχαριστούμε που αγοράσατε ένα βίντεο κλιπ από την LookAtMe, χρεωθήκατε 35p. Σκεφτείτε ότι μπορείτε να κάνετε καλύτερα Γιατί να μην στείλετε ένα βίντεο σε ένα MMS στο 32323.",advertisement
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk s free question follows, subsequent wks charged 150p msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020","έχετε εγγραφεί 2 TEXTCOMP 250 wkly comp. Ακολουθεί δωρεάν ερώτηση για την 1η εβδομάδα, οι επόμενες εβδομάδες χρεώνονται 150 p ms.2 διαγραφή εγγραφής txt STOP 2 84128,custcare 08712405020",advertisement
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,"Προσπαθήσαμε να επικοινωνήσουμε μαζί σας για την απάντησή σας στην προσφορά μας για ένα Video Phone 750 ανά πάσα στιγμή, οποιαδήποτε λεπτά δικτύου Ενοικίαση βιντεοκάμερας μισής τιμής Απαντήστε ή καλέστε στο 08000930705",advertisement
Free Msg Ringtone From Link,Δωρεάν ήχος κλήσης μηνυμάτων από τον σύνδεσμο,phising
URGENT Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,ΕΠΕΙΓΟΝ Ο αριθμός του κινητού σας έχει απονεμηθεί με ένα βραβείο 2000 ΕΓΓΥΗΜΕΝΟ. Καλέστε στο 09061790121 από σταθερό. Αξίωση 3030. Ισχύει μόνο 12 ώρες 150 ppm,phising
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry std txt rate T C's apply 08452810073 for details 18,ree entry σε 2 ένα εβδομαδιαίο comp για την ευκαιρία να κερδίσετε ένα ipod. Txt POD στο 80182 για να λάβετε είσοδο std txt rate T C ισχύουν 08452810073 για λεπτομέρειες 18,advertisement
"URGENT Your 4 Costa Del Sol Holiday or 5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost 1.50 pm, Max10mins","ΕΠΕΙΓΟΝ Η συλλογή 4 Costa Del Sol Holiday ή 5000 σε αναμονή. Καλέστε στο 09050090044 Τώρα για να διεκδικήσετε. SAE, TC s, POBox334, Stockport, SK38xh, Κόστος 1,50 μ.μ., Μέγιστο 10 λεπτά",phising
Ur TONEXS subscription has been renewed and you have been charged 4.50. You can choose 10 more polys this month. www.clubzed.co.uk BILLING MSG,"Η συνδρομή Ur TONEXS ανανεώθηκε και έχετε χρεωθεί 4,50. Μπορείς να διαλέξεις 10 ακόμη πολυπόλεις αυτόν τον μήνα. www.clubzed.co.uk ΧΡΕΩΣΗ MSG",phising
"TheMob Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper all 4 FREE","TheMob Πατήστε τον σύνδεσμο για να αποκτήσετε ένα premium παιχνίδι Pink Panther, το νέο αρ. 1 από τα Sugababes, ένα τρελό κινούμενο σχέδιο Zebra ή μια ταπετσαρία badass Hoody και τα 4 ΔΩΡΕΑΝ",advertisement
FREE MESSAGE Thanks for using the Auction Subscription Service. 18 . 150p MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,ΔΩΡΕΑΝ ΜΗΝΥΜΑ Ευχαριστούμε για τη χρήση της Συνδρομητικής Υπηρεσίας Δημοπρασίας. 18 . MSGRCVD 150p 2 Παράλειψη δημοπρασίας txt OUT. 2 Καταργήστε την εγγραφή σας txt STOP CustomerCare 08718726270,phising
"For ur chance to win a 250 cash every wk TXT ACTION to 80608. T's C's www.movietrivia.tv custcare 08712405022, 1x150p wk","Για να έχετε την ευκαιρία να κερδίσετε 250 μετρητά κάθε εβδομάδα TXT ACTION στο 80608. T's C's www.movietrivia.tv custcare 08712405022, 1x150p εβδ.",advertisement
"Had your contract mobile 11 Mnths Latest Motorola, Nokia etc. all FREE Double Mins Text on Orange tariffs. TEXT YES for callback, no to remove from records","Είχατε το συμβόλαιό σας για κινητά 11 Mnths Τελευταία Motorola, Nokia κ.λπ. όλα ΔΩΡΕΑΝ Διπλό Mins Text στο Orange τιμολόγια. ΚΕΙΜΕΝΟ ΝΑΙ για επανάκληση, όχι για αφαίρεση από τις εγγραφές",advertisement
"For ur chance to win a 250 cash every wk TXT ACTION to 80608. T's C's www.movietrivia.tv custcare 08712405022, 1x150p wk.","Για να έχετε την ευκαιρία να κερδίσετε 250 μετρητά κάθε εβδομάδα TXT ACTION στο 80608. T's C's www.movietrivia.tv custcare 08712405022, 1x150p εβδ.",advertisement
SMS AUCTION A BRAND NEW Nokia 7250 is up 4 auction today Auction is FREE 2 join take part Txt NOKIA to 86021 now HG Suite342 2Lands Row W1J6HL,ΔΗΜΟΠΡΑΣΙΑ SMS ΕΝΑ ΟΛΟΚΑΙΝΟΥΡΓΙΟ Nokia 7250 ξεκινάει 4 δημοπρασία σήμερα Η δημοπρασία είναι ΔΩΡΕΑΝ 2 εγγραφείτε πάρτε μέρος Txt NOKIA στο 86021 τώρα HG Suite342 2Lands Row W1J6HL,advertisement
"U can WIN 100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","Μπορείτε να ΚΕΡΔΙΣΕΤΕ 100 κουπόνια δώρου μουσικής κάθε εβδομάδα, ξεκινώντας ΤΩΡΑ, στείλτε τη λέξη DRAW σε 87066 TsCs www.Idew.com SkillGame, 1Winaweek, ηλικία 16 ετών. 150ppermessΣυνδρομή",phising
Cashbin.co.uk Get lots of cash this weekend www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away These..,Cashbin.co.uk Λάβετε πολλά μετρητά αυτό το Σαββατοκύριακο www.cashbin.co.uk Αγαπητέ Καλώς ήλθατε στο Σαββατοκύριακο Έχουμε το μεγαλύτερο και καλύτερο δώρο μετρητών ΠΟΤΕ ΑΥΤΑ.,phising
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T C's apply. Opt out availa","Πορτοκαλί πελάτης, μπορείτε τώρα να διεκδικήσετε τη ΔΩΡΕΑΝ αναβάθμιση CAMERA PHONE για την αφοσίωσή σας. Καλέστε τώρα στο 0207 153 9996. Η προσφορά λήγει στις 14 Μαρτίου. Ισχύουν τα T C. Εξαίρεση διαθεσιμότητας",phising
Someone has contacted our dating service and entered your phone because they fancy you To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,Κάποιος επικοινώνησε με την υπηρεσία γνωριμιών μας και εισήγαγε το τηλέφωνό σας επειδή σας λατρεύει Για να μάθετε ποιος είναι καλέστε από ένα σταθερό τηλέφωνο 09111032124. PoBox12n146tf150p,advertisement
PRIVATE Your 2003 Account Statement for shows 800 un redeemed S.I.M. points. Call 08718738001 Identifier Code 49557 Expires 26 11 04,ΙΔΙΩΤΙΚΟ Η κατάσταση λογαριασμού 2003 για εκπομπές 800 μη εξαργυρωμένων S.I.M. σημεία. Καλέστε 08718738001 Κωδικός αναγνώρισης 49557 Λήγει 26 11 04,phising
FREE entry into our 250 weekly comp just send the word ENTER to 84128 NOW. 18 T C www.textcomp.com cust care 08712405020.,ΔΩΡΕΑΝ είσοδος στο 250 εβδομαδιαίο συγκρότημα απλώς στείλτε τη λέξη ENTER στο 84128 ΤΩΡΑ. 18 T C www.textcomp.com Cust Car 08712405020.,advertisement
Camera You are awarded a SiPix Digital Camera call 09061221066 fromm landline. Delivery within 28 days.,"Κάμερα Σας απονεμήθηκε μια ψηφιακή φωτογραφική μηχανή SiPix, καλέστε στο 09061221066 από σταθερό τηλέφωνο. Παράδοση εντός 28 ημερών.",advertisement
u r a winner U ave been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810710p min 18,είστε νικητής που έχετε επιλεγεί ειδικά 2 λάβετε 1000 μετρητά ή 4 πτήσεις διακοπών συμπεριλαμβανομένων μιλήστε σε ζωντανό χειριστή 2 αξίωση 0871277810710p min 18,phising
money you r a lucky winner 2 claim your prize text money 2 88600 over 1million to give away ppt150x3 normal text rate box403 w1t1jy,χρήματα είσαι τυχερός 2 διεκδίκησε το έπαθλό σου χρήματα με κείμενο 2 88600 πάνω από 1 εκατομμύριο για να χαρίσεις ppt150x3 πλαίσιο κανονικού ρυθμού κειμένου 403 w1t1jy,advertisement
"Update Now Xmas Offer Latest Motorola, SonyEricsson Nokia FREE Bluetooth Double Mins 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout F4Q","Ενημέρωση τώρα Χριστουγεννιάτικη Προσφορά Τελευταία Motorola, SonyEricsson Nokia ΔΩΡΕΑΝ Bluetooth Double Mins 1000 Txt σε Πορτοκαλί. Καλέστε το MobileUpd8 στο 08000839402 ή call2optout F4Q",advertisement
FREE for 1st week No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p tone 16,"ΔΩΡΕΑΝ για την 1η εβδομάδα No1 Nokia tone 4 ur mob κάθε εβδομάδα, απλώς στείλτε μήνυμα με το NOKIA στο 87077 Λάβετε txting και ενημερώστε τους φίλους σας. zed POBox 36504 W45WQ norm150p τόνος 16",phising
"Wan2 win a Meet Greet with Westlife 4 U or a m8 They are currently on what tour 1 Unbreakable, 2 Untamed, 3 Unkempt. Text 1,2 or 3 to 83049. Cost 50p std text","Οι Wan2 κερδίζουν ένα Meet Greet με το Westlife 4 U ή ένα m8 Αυτήν τη στιγμή βρίσκονται σε ποια περιοδεία 1 Unbreakable, 2 Untamed, 3 Unkempt. Στείλτε μήνυμα 1,2 ή 3 στο 83049. Κόστος 50p std text",advertisement
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220 CM2 9AE","ΥΠΗΡΕΣΙΕΣ SMS. για τις συνολικές πιστώσεις κειμένου, pls goto www.comuk.net σύνδεση 3qxj9 καταργήστε την εγγραφή σας με STOP, χωρίς επιπλέον χρέωση. βοήθεια 08702840625.COMUK. 220 CM2 9AE",advertisement
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to 69988 If u get nothing u must Age Verify with yr network try again,"Δεν θα rcv άλλα μηνύματα από το chat svc. Για ΔΩΡΕΑΝ υπηρεσίες Hardcore, στείλτε μήνυμα GO στο 69988 Αν δεν λάβετε τίποτα, πρέπει να κάνετε επαλήθευση ηλικίας με το δίκτυο yr δοκιμάστε ξανά",advertisement
Moby Pub Quiz.Win a 100 High Street prize if u know who the new Duchess of Cornwall will be Txt her first name to 82277.unsub STOP 1.50 008704050406 SP Arrow,Moby Pub Quiz.Κερδίστε ένα βραβείο 100 High Street αν ξέρετε ποια θα είναι η νέα Δούκισσα της Κορνουάλης Στείλτε το όνομά της στο 82277. unsub STOP 1.50 008704050406 SP Arrow,advertisement
"Double Mins 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson Nokia with Bluetooth FREE Call MobileUpd8 on 08000839402 or call2optout HF8","Διπλά λεπτά 1000 txts για τα τιμολόγια Orange. Τελευταία Motorola, SonyEricsson Nokia με Bluetooth ΔΩΡΕΑΝ Κλήση MobileUpd8 στο 08000839402 ή call2optout HF8",advertisement
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone go to Link subscriptions.,"Έχετε πλέον διαγραφεί από όλες τις υπηρεσίες. Λάβετε χιλιάδες σέξι μωρά ή μωρά κατευθείαν στο τηλέφωνό σας, μεταβείτε στις Συνδρομές Link.",advertisement
"URGENT Your Mobile No was awarded a 2,000 Bonus Caller Prize on 1 08 03 This is our 2nd attempt to contact YOU Call 0871 4719 523 BOX95QU BT National Rate",ΕΠΕΙΓΟΝ Ο αριθμός του κινητού σας κέρδισε ένα βραβείο 2.000 μπόνους καλούντος στο 1 08 03 Αυτή είναι η 2η προσπάθειά μας να επικοινωνήσουμε μαζί σας Καλέστε στο 0871 4719 523 BOX95QU BT Εθνική τιμή,phising
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service","Γεια σας, τα κορίτσια SEXYCHAT σας περιμένουν να τους στείλετε μήνυμα. Στείλτε μήνυμα τώρα για μια υπέροχη νυχτερινή συνομιλία. στείλτε STOP για να διακόψετε αυτήν την υπηρεσία",advertisement
FREEMSG Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,"FREEMSG Τα αρχεία μας δείχνουν ότι μπορεί να δικαιούστε 3750 λίρες για το ατύχημα που είχατε. Για να διεκδικήσετε δωρεάν απαντήστε με ΝΑΙ σε αυτό το μήνυμα. Για να εξαιρεθείτε, στείλτε μήνυμα STOP",phising
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout N9DX","Διπλά λεπτά και txts 4 6 μήνες ΔΩΡΕΑΝ Bluetooth στο Orange. Διατίθεται σε τηλέφωνα Sony, Nokia Motorola. Καλέστε το MobileUpd8 στο 08000839402 ή call2optout N9DX",advertisement
Please CALL 08712402578 immediately as there is an urgent message waiting for you,Καλέστε αμέσως στο 08712402578 καθώς σας περιμένει ένα επείγον μήνυμα,phising
network operator. The service is free. For T C's visit 80488.biz,χειριστή δικτύου. Η υπηρεσία είναι δωρεάν. Για την επίσκεψη του T C στο 80488.biz,advertisement
500 free text msgs. Just text ok to 80488 and we'll credit your account,500 δωρεάν μηνύματα κειμένου. Απλώς στείλτε μήνυμα ok στο 80488 και θα πιστώσουμε τον λογαριασμό σας,phising
Good Luck Draw takes place 28th Feb 06. Good Luck For removal send STOP to 87239 customer services 08708034412,Η κλήρωση Good Luck θα πραγματοποιηθεί στις 28 Φεβρουαρίου 06. Καλή τύχη για αφαίρεση στείλτε STOP στο 87239 εξυπηρέτηση πελατών 08708034412,phising
You have 1 new voicemail. Please call 08719181503,Έχετε 1 νέο τηλεφωνητή. Καλέστε στο 08719181503,phising
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice. T Cs www.tkls.com age16 to stoptxtstop 1.50 week,"Knock Knock Txt των οποίων εκεί στο 80082 για να μπείτε r εβδομαδιαία κλήρωση 4 μια δωροεπιταγή 250 4 ένα κατάστημα της επιλογής σας. T Cs www.tkls.com ηλικίας 16 έως stoptxtstop 1,50 εβδομάδα",phising
Camera You are awarded a SiPix Digital Camera call 09061221066 fromm landline. Delivery within 28 days,"Κάμερα Σας απονεμήθηκε μια ψηφιακή φωτογραφική μηχανή SiPix, καλέστε στο 09061221066 από σταθερό τηλέφωνο. Παράδοση εντός 28 ημερών",advertisement
URGENT We are trying to contact you. Last weekends draw shows that you have won a 900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,ΕΠΕΙΓΟΝ Προσπαθούμε να επικοινωνήσουμε μαζί σας. Η κλήρωση των τελευταίων Σαββατοκύριακων δείχνει ότι έχετε κερδίσει ένα έπαθλο 900 ΕΓΓΥΗΜΕΝΟ. Καλέστε στο 09061701851. Κωδικός αξίωσης Κ61. Ισχύει μόνο για 12 ώρες,phising
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,"Γεια, είμαι πολύ καυλιάρης, θέλω να συνομιλήσω ή να με δεις γυμνό μήνυμα καυτό στο 69698 κείμενο χρέωση στις 150 μ.μ.",advertisement
No. 1 Nokia Tone 4 ur mob every week Just txt NOK to 87021. 1st Tone FREE so get txtin now and tell ur friends. 150p tone. 16 reply HL 4info,Νο. 1 Nokia Tone 4 ur mob κάθε εβδομάδα Απλώς στείλτε μήνυμα με το μήνυμα NOK στο 87021. 1st Tone ΔΩΡΕΑΝ γι' αυτό λάβετε το txtin τώρα και ενημερώστε τους φίλους σας. Ήχος 150p. 16 απάντηση HL 4πληροφορίες,phising
We currently have a message awaiting your collection. To collect your message just call 08718723815.,Αυτήν τη στιγμή έχουμε ένα μήνυμα που περιμένει τη συλλογή σας. Για να παραλάβετε το μήνυμά σας απλά καλέστε στο 08718723815.,phising
Sorry U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks pls resubmit request after expiry. Reply THEMOB HELP 4 more info,"Λυπούμαστε, δεν μπορείτε να καταργήσετε την εγγραφή σας ακόμα. Το πακέτο προσφοράς MOB έχει ελάχιστη διάρκεια 54 εβδομάδων, παρακαλώ υποβάλετε ξανά το αίτημα μετά τη λήξη. Απάντηση THEMOB HELP 4 περισσότερες πληροφορίες",advertisement
U have a secret admirer who is looking 2 make contact with U find out who they R reveal who thinks UR so special call on 09058094565,Έχετε έναν κρυφό θαυμαστή που ψάχνει 2 επικοινωνήστε μαζί του Μάθετε ποιον αποκαλύπτουν ποιος πιστεύει ότι το UR είναι τόσο ιδιαίτερο καλέστε στο 09058094565,advertisement
Welcome Please reply with your AGE and GENDER to begin. e.g 24M,Καλώς ορίσατε Απαντήστε με την ΗΛΙΚΙΑ και το ΦΥΛΟ σας για να ξεκινήσετε. π.χ. 24 εκ,advertisement
PRIVATE Your 2003 Account Statement for 07815296484 shows 800 un redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18 11 04,ΙΔΙΩΤΙΚΟ Η κατάσταση λογαριασμού 2003 για το 07815296484 εμφανίζει 800 μη εξαργυρωμένα S.I.M. σημεία. Καλέστε 08718738001 Κωδικός αναγνώρισης 41782 Λήγει 18 11 04,phising
important information 4 orange user 0789xxxxxxx. today is your lucky day 2find out why log onto Link THERE'S A FANTASTIC SURPRISE AWAITING YOU,σημαντικές πληροφορίες 4 πορτοκαλί χρήστη 0789xxxxxxx. Σήμερα είναι η τυχερή σας μέρα 2 μάθετε γιατί συνδεθείτε στο Link ΣΑΣ ΠΕΡΙΜΕΝΕΙ ΜΙΑ ΦΑΝΤΑΣΤΙΚΗ ΕΚΠΛΗΞΗ,phising
Urgent Please call 09066612661 from landline. 5000 cash or a luxury 4 Canary Islands Holiday await collection. T Cs SAE award. 20M12AQ. 150ppm. 16,Επείγον Καλέστε στο 09066612661 από σταθερό τηλέφωνο. 5000 μετρητά ή μια πολυτελής συλλογή 4 Καναρίων Νήσων Διακοπές σε αναμονή. Βραβείο T Cs SAE. 20M12AQ. 150 ppm. 16,phising
Kit Strip you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,Kit Strip έχετε χρεωθεί 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,phising
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18,"Γεια, κάνω μήνυση. Είμαι 20 χρονών και εργάζομαι ως lapdancer. Λατρεύω το σεξ. Στείλτε μου μήνυμα ζωντανά, τώρα είμαι η κρεβατοκάμαρά μου. στείλτε μήνυμα SUE στο 89555. Από TextOperator G2 1DA 150ppmsg 18",advertisement
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 get FREE access for 24 hrs then chrgd 50p per day txt Stop 2exit. This msg is free,ΔΩΡΕΑΝ ΑΠΕΡΙΟΡΙΣΤΟ ΣΚΛΗΡΟΥ ΠΟΡΝΟ απευθείας 2 το κινητό σας Txt PORN στο 69200 αποκτήστε ΔΩΡΕΑΝ πρόσβαση για 24 ώρες και στη συνέχεια χρεώστε 50p ανά ημέρα txt Stop 2exit. Αυτό το μήνυμα είναι δωρεάν,advertisement
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114 14TCR W1 16,Κερδίσατε ένα nokia 6230 συν μια δωρεάν ψηφιακή φωτογραφική μηχανή. Αυτό παίρνετε όταν κερδίζετε τη ΔΩΡΕΑΝ δημοπρασία μας. Για να λάβετε μέρος στείλτε το NOKIA στο 83383 τώρα. POBOX114 14TCR W1 16,advertisement
"You've won tkts to the EURO2004 CUP FINAL or 800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm","Κερδίσατε tkts στον ΤΕΛΙΚΟ ΚΥΠΕΛΛΟΥ EURO2004 ή 800 ΜΕΤΡΗΤΑ, για να εισπράξετε ΚΑΛΕΣΤΕ 09058099801 b4190604, POBOX 7876150ppm",phising
Text BANNEDUK to 89555 to see cost 150p textoperator g696ga 18 XXX,Στείλτε μήνυμα στο BANNEDUK στο 89555 για να δείτε το κόστος 150p textoperator g696ga 18 XXX,advertisement
Gr8 new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone 4 details text horny to 89070 to cancel send STOP to 89070,Gr8 νέα υπηρεσία ζωντανή συνομιλία με βίντεο σεξ στον όχλο σας δείτε τα πιο σέξι πιο βρώμικα κορίτσια ζωντανά στο τηλέφωνό σας.,advertisement
