Category,Message,gtrans_el
0,Where are the garage keys They aren't on the bookshelf,Πού είναι τα κλειδιά του γκαράζ Δεν είναι στο ράφι
0,Today is ACCEPT DAY..U Accept me as Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,Σήμερα είναι ΗΜΕΡΑ ΑΠΟΔΟΧΗΣ..U Δέξου με ως αδερφό αδελφή εραστή Αγαπητέ1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Αγαπημένη γλυκιά μου Καλύτερος φίλος Όχι rply σημαίνει εχθρός
1,"Think ur smart Win 200 this week in our weekly quiz, text PLAY to 85222 now T Cs WinnersClub PO BOX 84, M26 3UZ. 16 . GBP1.50 week","Σκεφτείτε το έξυπνο Win 200 αυτή την εβδομάδα στο εβδομαδιαίο κουίζ μας, στείλτε μήνυμα PLAY στο 85222 τώρα T Cs WinnersClub PO BOX 84, M26 3UZ. 16 . 1,50 GBP εβδομάδα"
0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,"Λέει ότι θα με πάρει τηλέφωνο όταν ο φίλος του έχει τα χρήματα, αλλά ότι σίγουρα θα αγοράσει πριν το τέλος της εβδομάδας"
0,"Hi the way I was with u 2day, is the normal way this is the real me. UR unique I hope I know u 4 the rest of mylife. Hope u find wot was lost.","Γεια ο τρόπος που ήμουν μαζί σου 2 ημέρες, είναι ο κανονικός τρόπος αυτός είναι ο πραγματικός εγώ. UR μοναδικό Ελπίζω να σε ξέρω 4 το υπόλοιπο της ζωής μου. Ελπίζω να βρείτε ότι χάθηκε."
0,You made my day. Do have a great day too.,Μου έφτιαξες τη μέρα. Να έχεις και εσύ μια υπέροχη μέρα.
0,K.k advance happy pongal.,Κ.κ προχωράμε χαρούμενο πονγκάλ.
0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...","Χμμμ... Μαντέψτε ότι μπορούμε να πάμε 4 kb n power yoga... Χαχα, δεν ξέρω ότι μπορούμε να κάνουμε power yoga και όχι... Thk got lo oso, ξέχασα το liao..."
0,"Not really dude, have no friends i'm afraid","Όχι πραγματικά φίλε, φοβάμαι ότι δεν έχεις φίλους"
1,December only Had your mobile 11mths You are entitled to update to the latest colour camera mobile for Free Call The Mobile Update Co FREE on 08002986906,Μόνο Δεκέμβριος Είχε το κινητό σας 11 μήνες Έχετε το δικαίωμα να ενημερώσετε την πιο πρόσφατη έγχρωμη κάμερα κινητού για Δωρεάν Κλήση The Mobile Update Co ΔΩΡΕΑΝ στο 08002986906
0,"Coffee cake, i guess...","Κέικ καφέ, φαντάζομαι..."
0,"Merry Christmas to you too babe, i love ya kisses","Καλά Χριστούγεννα και σε σένα μωρό μου, μου αρέσουν τα φιλιά"
0,Hey... Why dont we just go watch x men and have lunch... Haha,Γεια... Γιατί δεν πάμε να δούμε x men και να γευματίσουμε... Χαχα
0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full im still waitin 4 1. Pete x,"πες στους ανθρώπους ότι θα πάω l8 γιατί 2 λεωφορεία πέρασαν γιατί ήταν γεμάτα, ακόμα περιμένω 4 1. Pete x"
0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere will get in touch over weekend. Our plans take flight Have a good week,Αυτό θα ήταν υπέροχο. Θα είμαστε στο Guild. Θα μπορούσαμε να συναντηθούμε στον δρόμο του Μπρίστολ ή κάπου θα έρθουμε σε επαφή το Σαββατοκύριακο. Τα σχέδιά μας πετάνε Καλή εβδομάδα
0,No problem. How are you doing,Κανένα πρόβλημα. Πώς είσαι
0,Hi da how is the todays class,Honda πώς είναι η σημερινή κατηγορία
0,"I'd say that's a good sign but, well, you know my track record at reading women","Θα έλεγα ότι αυτό είναι ένα καλό σημάδι, αλλά, καλά, γνωρίζετε το ιστορικό μου στο να διαβάζω γυναίκες"
0,"Cool, text me when you're parked","Ωραία, στείλε μου μήνυμα όταν είσαι παρκαρισμένος"
0,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,Διαβάζω το κείμενο που μόλις σου έστειλα. Προορίζεται να είναι ένα αστείο. Διαβάστε το λοιπόν υπό αυτό το πρίσμα
0,K.k apo k.good movie.,Κ.κ από κ.καλή ταινία.
0,Maybe i could get book out tomo then return it immediately .. Or something.,Ίσως θα μπορούσα να βγάλω το βιβλίο και να το επιστρέψω αμέσως .. Ή κάτι τέτοιο.
1,Call Germany for only 1 pence per minute Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access,Καλέστε τη Γερμανία για μόνο 1 πένα ανά λεπτό Κλήση από σταθερή γραμμή μέσω του αριθμού πρόσβασης 0844 861 85 85. Χωρίς προπληρωμή. Αμεση πρόσβαση
0,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,Οποιαδήποτε πιθανότητα είχατε μαζί μου εξατμίστηκε μόλις παραβιάσατε το απόρρητό μου κλέβοντας τον αριθμό τηλεφώνου μου από τα έγγραφα του εργοδότη σας. Καθόλου κουλ. Παρακαλώ μην επικοινωνήσετε ξανά μαζί μου διαφορετικά θα σας αναφέρω στον προϊστάμενό σας.
1,Valentines Day Special Win over 1000 in our quiz and take your partner on the trip of a lifetime Send GO to 83600 now. 150p msg rcvd. CustCare 08718720201.,Ειδική προσφορά για την Ημέρα του Αγίου Βαλεντίνου Κερδίστε πάνω από 1000 στο κουίζ μας και πάρτε τον σύντροφό σας στο ταξίδι μιας ζωής Στείλτε GO στο 83600 τώρα. 150 pmsg rcvd. CustCare 08718720201.
0,"Ta Daaaaa I am home babe, are you still up","Τα Ντααααα είμαι σπίτι μωρό μου, είσαι ακόμα όρθιος"
0,Cool. So how come you havent been wined and dined before,"Δροσερός. Πώς γίνεται, λοιπόν, να μην σε έχουν κρασίσει και φάει πριν"
0,Just sleeping..and surfing,Απλά κοιμάμαι και σερφ
0,U calling me right Call my hand phone...,Με καλείς σωστά Κάλεσε το χέρι μου...
0,Ok that's great thanx a lot.,Εντάξει αυτό είναι υπέροχο από πολλά.
0,I take it the post has come then You must have 1000s of texts now Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,Καταλαβαίνω ότι η ανάρτηση ήρθε τότε Πρέπει να έχετε 1000 κείμενα τώρα Καλή ανάγνωση. Το δικό μου από το wiv hello caroline στο τέλος είναι το αγαπημένο μου. Δώστε του την ευχή σας
0,Where u been hiding stranger,Εκεί που κρύβεσαι ξένος
0,Am not interested to do like that.,Δεν με ενδιαφέρει να κάνω κάτι τέτοιο.
0,My sister cleared two round in birla soft yesterday.,Η αδερφή μου καθάρισε δύο γύρους στο μαλακό birla χθες.
0,Gudnite....tc...practice going on,Gudnite....tc...εξάσκηση σε εξέλιξη
0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,Dis is yijue. Μόλις είδα το mail σου. Σε περίπτωση που η huiming δεν σας έχει στείλει τον αριθμό μου. Αυτό είναι το νούμερο μου.
0,One small prestige problem now.,Ένα μικρό πρόβλημα κύρους τώρα.
1,Fancy a shag I do.Interested sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,"Φαντάζομαι ένα shag I do. Ενδιαφέρομαι για το sextextuk.com txt XXUK SUZY στο 69876. Txts κοστίζουν 1,50 ανά μήνυμα. TnC στον ιστότοπο. Χ"
0,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,Απλώς σας κάνω check in. Πραγματικά μου λείπει να βλέπω τον Ιερεμία. Να έχετε έναν υπέροχο μήνα
0,"Nah can't help you there, I've never had an iphone","Μπα δεν μπορώ να σε βοηθήσω εκεί, δεν είχα ποτέ iphone"
0,If you're not in my car in an hour and a half I'm going apeshit,"Αν δεν είσαι στο αυτοκίνητό μου σε μιάμιση ώρα, θα πάω apeshit"
0,"TODAY is Sorry day. If ever i was angry with you, if ever i misbehaved or hurt you plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD","ΣΗΜΕΡΑ είναι ημέρα συγγνώμης. Αν ποτέ ήμουν θυμωμένος μαζί σου, αν ποτέ σου φέρθηκα άσχημα ή σε πλήγωσα, παρακαλώ, ΑΠΛΑ ΧΑΣΤΟΥΣΙΣΕ ΤΟΝ ΕΑΥΤΟ σου Bcoz, φταις, είμαι βασικά ΚΑΛΑ"
0,Yo you guys ever figure out how much we need for alcohol Jay and I are trying to figure out how much we can safely spend on weed,"Παιδιά, καταλάβατε ποτέ πόσα χρειαζόμαστε για αλκοόλ, ο Τζέι και εγώ προσπαθούμε να καταλάβουμε πόσα χρήματα μπορούμε να ξοδέψουμε με ασφάλεια στο χόρτο"
0,lt gt ISH MINUTES WAS 5 MINUTES AGO. WTF.,lt gt ISH MINUTES ΗΤΑΝ ΠΡΙΝ 5 ΛΕΠΤΑ. WTF.
0,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.","Ευχαριστώ που τηλεφώνησες. Ξέχασα να σου πω Happy Onam σε Sirji. Είμαι καλά εδώ και σε θυμήθηκα όταν γνώρισα έναν ασφαλιστικό. Γνωρίσαμε στο Κατάρ Insha Allah.Rakhesh, πρώην Tata AIG που έγινε μέλος της TISSCO,Tayseer."
1,Ur cash balance is currently 500 pounds to maximize ur cash in now send CASH to 86688 only 150p msg. CC 08708800282 HG Suite342 2Lands Row W1J6HL,"Το υπόλοιπο μετρητών σας είναι αυτήν τη στιγμή 500 λίρες για να μεγιστοποιήσετε τα μετρητά σας, τώρα στείλτε CASH στο 86688 μόνο 150 pms. CC 08708800282 HG Suite342 2Lands Row W1J6HL"
0,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.","Είμαι ηθοποιός. Όταν δουλεύω, δουλεύω το βράδυ και κοιμάμαι αργά. Επειδή είμαι άνεργος αυτή τη στιγμή, κοιμάμαι ΠΑΝΤΑ αργά. Όταν είσαι άνεργος, κάθε μέρα είναι Σάββατο."
0,"Hello Just got here, st andrews boy its a long way Its cold. I will keep you posted","Γεια Μόλις έφτασα εδώ, το αγόρι του Αγίου Ανδρέα είναι πολύ μακριά Κάνει κρύο. Θα σας κρατάμε ενήμερους"
0,Ha ha cool cool chikku chikku DB,Χα χα cool cool chikku chikku DB
0,Oh ok no prob..,"Οκ, κανένα πρόβλημα.."
0,Check audrey's status right now,Ελέγξτε την κατάσταση της Audrey τώρα
0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,Απασχολημένος εδώ. Προσπαθώ να τελειώσω για το νέο έτος. Ανυπομονώ να σε γνωρίσω επιτέλους...
0,"Good afternoon sunshine How dawns that day Are we refreshed and happy to be alive Do we breathe in the air and smile I think of you, my love ... As always",Καλησπέρα λιακάδα Πόσο ξημερώνει εκείνη τη μέρα Είμαστε ανανεωμένοι και χαρούμενοι που είμαστε ζωντανοί Αναπνέουμε στον αέρα και χαμογελάμε Σε σκέφτομαι αγάπη μου ... Όπως πάντα
0,Well i know Z will take care of me. So no worries.,Λοιπόν ξέρω ότι ο Ζ θα με φροντίσει. Οπότε μην ανησυχείς.
1,"Update Now Xmas Offer Latest Motorola, SonyEricsson Nokia FREE Bluetooth Double Mins 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout F4Q","Ενημέρωση τώρα Χριστουγεννιάτικη Προσφορά Τελευταία Motorola, SonyEricsson Nokia ΔΩΡΕΑΝ Bluetooth Double Mins 1000 Txt σε Πορτοκαλί. Καλέστε το MobileUpd8 στο 08000839402 ή call2optout F4Q"
1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,"Εδώ είναι ο εκπτωτικός σας κωδικός RP176781. Για να σταματήσετε περαιτέρω μηνύματα, σταματήστε την απάντηση. www.regalportfolio.co.uk. Εξυπηρέτηση Πελατών 08717205546"
0,Wat uniform In where get,Στολή Wat Από πού παίρνετε
0,"Cool, text me when you're ready","Ωραία, στείλε μου μήνυμα όταν είσαι έτοιμος"
0,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...","Γεια σου αγόρι μου... Γεεεε μου λείπεις ήδη και μόλις ξύπνησα. Μακάρι να ήσουν εδώ στο κρεβάτι μαζί μου, να με αγκαλιάζεις. Σ'αγαπώ ..."
0,I will spoil you in bed as well,Θα σε κακομάθω και στο κρεβάτι
0,I'm going for bath will msg you next lt gt min..,Πάω για μπάνιο θα σου στείλω μήνυμα στο επόμενο λεπτό..
0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,"Δεν μπορώ να συνεχίσω να μιλάω με ανθρώπους εάν δεν είμαι σίγουρος ότι μπορώ να τους πληρώσω εάν συμφωνούν με την τιμή. Λοιπόν, πείτε μου τι θέλετε πραγματικά να αγοράσετε και πόσα είστε διατεθειμένοι να πληρώσετε"
1,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994","Ευχαριστούμε για την παραγγελία Ringtone, Αναφορά T91. Θα χρεώνεστε 4 GBP την εβδομάδα. Μπορείτε να διαγραφείτε ανά πάσα στιγμή καλώντας την εξυπηρέτηση πελατών στο 09057039994"
0,Can you say what happen,Μπορείτε να πείτε τι συμβαίνει
0,You could have seen me..i did't recognise you Face.,Θα μπορούσες να με δεις..δεν σε αναγνώρισα Face.
0,Well there's not a lot of things happening in Lindsay on New years sighs Some bars in Ptbo and the blue heron has something going,"Λοιπόν, δεν συμβαίνουν πολλά πράγματα στο Lindsay για τους αναστεναγμούς της Πρωτοχρονιάς Μερικά μπαρ στο Ptbo και ο μπλε ερωδιός έχει κάτι να πάει"
0,Keep my payasam there if rinu brings,Κράτα το payasam μου εκεί αν φέρει το rinu
0,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,"Δίδαξα ότι με πήρε τηλέφωνο ο κύριος Ranjith. Έτσι μόνο εγώ sms. Επειδή επαληθεύει για το έργο. Το είπε ο Πράμπου σήμερα, οπότε μην με μπερδεύεις.."
0,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.","Μάλλον γι' αυτό ανησυχείς. Πρέπει να ξέρετε ότι υπάρχει τρόπος να επανορθωθεί το σώμα. Και είμαι σίγουρος ότι δεν πρέπει να ανησυχείς. Θα το πάμε αργά. Πρώτα τα τεστ, θα σας καθοδηγήσουν πότε είναι η ωορρηξία σας και μετά απλά χαλαρώστε. Τίποτα από όσα είπατε δεν είναι λόγος ανησυχίας, αλλά θα συνεχίσω να σας παρακολουθώ."
0,"Yeah sure, give me a couple minutes to track down my wallet","Ναι, δώσε μου μερικά λεπτά να βρω το πορτοφόλι μου"
0,Hey leave it. not a big deal take care.,Άσε το. δεν είναι σπουδαίο να προσέχεις.
0,Hey i will be late ah... Meet you at 945,"Γεια, θα αργήσω αχ... Συναντηθούμε στο 945"
1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout N9DX","Διπλά λεπτά και txts 4 6 μήνες ΔΩΡΕΑΝ Bluetooth στο Orange. Διατίθεται σε τηλέφωνα Sony, Nokia Motorola. Καλέστε το MobileUpd8 στο 08000839402 ή call2optout N9DX"
0,It took Mr owl 3 licks,Χρειάστηκε ο Mr Owl 3 γλειψίματα
0,Customer place i will call you.,Πελάτης θα σας καλέσω.
0,Mm that time you dont like fun,Μμμ εκείνη τη φορά δεν σου αρέσει η διασκέδαση
1,4mths half price Orange line rental latest camera phones 4 FREE. Had your phone 11mths Call MobilesDirect free on 08000938767 to update now or2stoptxt,4 μήνες μισή τιμή Ενοικίαση πορτοκαλί γραμμής τελευταίας κάμερας τηλέφωνα 4 ΔΩΡΕΑΝ. Είχατε το τηλέφωνό σας 11 μήνες δωρεάν Call Mobile Direct στο 08000938767 για ενημέρωση τώρα ή 2 βήματα txt
0,Yup having my lunch buffet now.. U eat already,"Ναι, έχω τον μεσημεριανό μου μπουφέ τώρα. Τρώτε ήδη"
0,Huh so late... Fr dinner,Τόσο αργά... Για δείπνο
0,Hey so this sat are we going for the intro pilates only Or the kickboxing too,"Λοιπόν, αυτό το σάιτ θα πάμε μόνο για το intro pilates ή το kickboxing επίσης"
0,Morning only i can ok.,Μόνο το πρωί μπορώ να είμαι εντάξει.
0,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,"Ναι, ετσι νομιζω. Είμαι στο γραφείο, αλλά η αγκαλιά μου είναι στο δωμάτιο, νομίζω ότι αυτό ισχύει τις τελευταίες μέρες. Δεν το έκλεισα"
0,Pick you up bout 7.30ish What time are and that going,Θα σας παραλάβω στις 7.30 Τι ώρα είναι και πάει
0,From here after The performance award is calculated every two month.not for current one month period..,Από εδώ και μετά Το βραβείο απόδοσης υπολογίζεται κάθε δύο μήνες.όχι για την τρέχουσα περίοδο ενός μήνα..
0,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,Πραγματικά κοιμόταν και μπορεί ακόμα όταν τηλεφωνήσετε. Άρα ένα κείμενο είναι gr8. Ροκ αδερφή. Θα σου στείλω μήνυμα όταν ξυπνήσω.
0,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.","Βάζεις πάντα την επιχείρησή σου εκεί έξω. Βάζεις φωτογραφίες από τον κώλο σου στο facebook. Είσαι ένας από τους πιο ανοιχτούς ανθρώπους που έχω γνωρίσει ποτέ. Γιατί νομίζω ότι μια φωτογραφία του δωματίου σου θα σε πλήγωνε, θα σε έκανε να νιώθεις παραβιασμένη."
0,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.","Καλησπέρα κύριε, Al Salam Wahleykkum. Μοιράζομαι μια χαρούμενη είδηση. Με τη χάρη του Θεού, έλαβα μια προσφορά από την Tayseer, TISSCO και έγινα μέλος. Ελπίζω να είστε καλά. Inshah Allah, να σας συναντήσουμε κάποια στιγμή. Rakhesh, επισκέπτης από την Ινδία."
0,Hmmm...k...but i want to change the field quickly da i wanna get system administrator or network administrator..,Χμμμ...κ...αλλά θέλω να αλλάξω γρήγορα το πεδίο και θέλω να πάρω διαχειριστή συστήματος ή διαχειριστή δικτύου..
1,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone Help 0845 2814032 16 after 1st free, tones are 3x 150pw to e nd txt stop","ΔΩΡΕΑΝ ΚΙΝΗΜΑΤΟΓΡΑΦΙΚΟ Στείλτε ΠΡΩΤΑ στο 87131 για πολυ ή στείλτε μήνυμα GET στο 87131 για αληθινό τόνο Βοήθεια 0845 2814032 16 μετά την 1η δωρεάν, οι ήχοι είναι 3x 150pw έως και η τελευταία στάση txt"
0,Dear how is chechi. Did you talk to her,Αγαπητέ πώς είναι chechi. Μίλησες μαζί της
0,The hair cream has not been shipped.,Η κρέμα μαλλιών δεν έχει αποσταλεί.
0,None of that's happening til you get here though,Τίποτα από αυτά δεν συμβαίνει μέχρι να φτάσετε εδώ όμως
0,"Yep, the great loxahatchee xmas tree burning of lt gt starts in an hour","Ναι, το υπέροχο χριστουγεννιάτικο δέντρο loxahatchee καύση lt gt ξεκινά σε μια ώρα"
0,"Haha get used to driving to usf man, I know a lot of stoners","Χαχα συνήθισε να οδηγείς στο usf φίλε, ξέρω πολλούς stoners"
0,All was well until slightly disastrous class this pm with my fav darlings Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time place as always,"Όλα ήταν καλά μέχρι το ελαφρώς καταστροφικό μάθημα αυτό το μ.μ. με τα αγαπημένα μου αγαπημένα, Ελπίζω ότι η μέρα είναι καλή. Ο καφές θα είναι καλός καθώς δεν μπορεί να μείνει αργά αύριο. Στην ίδια ώρα όπως πάντα"
0,Hello Good week Fancy a drink or something later,Γεια σας Καλή εβδομάδα Φαντάζομαι ένα ποτό ή κάτι αργότερα
0,Headin towards busetop,Κατευθυνθείτε προς τον πάγκο του λεωφορείου
0,Message some text missing Sender Name Missing Number Missing Sent Date missing Missing U a lot thats y everything is missing sent via fullonsms.com,Αποστολή μηνύματος που λείπει Όνομα αποστολέα Λείπει αριθμός Λείπει Ημερομηνία αποστολής Λείπει Λείπει πολλά που λείπουν όλα αποστέλλονται μέσω fullonsms.com
0,Come by our room at some point so we can iron out the plan for this weekend,Ελάτε από το δωμάτιό μας κάποια στιγμή για να κάνουμε το σχέδιο για αυτό το Σαββατοκύριακο
0,Cos i want it to be your thing,Γιατί θέλω να είναι το πράγμα σου
0,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...","Εντάξει... Θα πάω κι εγώ γιαν τζιού... Μπορούμε να παραλείψουμε το ard oso, να πάμε σινε ντεν πάμε ένα, μπλα μπλα μπλα..."
0,Bring home some Wendy D,Φέρτε στο σπίτι λίγη Wendy D
1,100 dating service cal l 09064012103 box334sk38ch,100 υπηρεσία γνωριμιών cal l 09064012103 box334sk38ch
0,Whatsup there. Dont u want to sleep,Τι συμβαίνει εκεί. Μη θες να κοιμηθείς
0,Alright i have a new goal now,"Εντάξει, έχω έναν νέο στόχο τώρα"
1,FREE entry into our 250 weekly competition just text the word WIN to 80086 NOW. 18 T C www.txttowin.co.uk,ΔΩΡΕΑΝ είσοδος στον εβδομαδιαίο μας διαγωνισμό 250 απλά στείλτε τη λέξη WIN στο 80086 ΤΩΡΑ. 18 T C www.txttowin.co.uk
0,"Alright, I'll head out in a few minutes, text me where to meet you","Εντάξει, θα βγω σε λίγα λεπτά, θα μου στείλετε μήνυμα πού να σας συναντήσω"
1,Send a logo 2 ur lover 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo POBox36504W45WQ TxtNO 4 no ads 150p,Στείλτε ένα λογότυπο 2 στον εραστή σας 2 ονόματα ενωμένα με μια καρδιά. Txt LOVE NAME1 NAME2 MOBNO π.χ. LOVE ADAM EVE 07123456789 έως 87077 Yahoo POBox36504W45WQ TxtNO 4 χωρίς διαφημίσεις 150p
0,Yes from last week itself i'm taking live call.,Ναι από την περασμένη εβδομάδα δέχομαι ζωντανή κλήση.
1,Someone has contacted our dating service and entered your phone because they fancy you To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,Κάποιος επικοινώνησε με την υπηρεσία γνωριμιών μας και εισήγαγε το τηλέφωνό σας επειδή σας λατρεύει Για να μάθετε ποιος είναι καλέστε από ένα σταθερό τηλέφωνο 09111032124. PoBox12n146tf150p
0,Siva is in hostel aha .,Το Siva βρίσκεται στον ξενώνα aha.
1,URGENT Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,ΕΠΕΙΓΟΝ Ο αριθμός του κινητού σας έχει απονεμηθεί με ένα βραβείο 2000 ΕΓΓΥΗΜΕΝΟ. Καλέστε στο 09058094455 από σταθερό. Αξίωση 3030. Ισχύει μόνο 12 ώρες
0,Send this to ur friends and receive something about ur voice..... How is my speaking expression 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny lt gt .irritating lt gt .lovable. reply me..,Στείλτε το στους φίλους σας και λάβετε κάτι για τη φωνή σας..... Πώς είναι η ομιλία μου 1.παιδική 2. άτακτη 3. συναίσθημα 4. θορυβώδης 5. γεμάτος στάση 6. ρομαντικός 7. ντροπαλός 8. ελκυστική 9. αστεία lt gt .ερεθιστικό lt gt .αγαπητός. απάντησε μου..
0,Ok. She'll be ok. I guess,Εντάξει. Θα είναι εντάξει. υποθέτω
0,aathi..where are you dear..,ααθι..που εισαι καλη μου..
0,Any pain on urination any thing else,Οποιοσδήποτε πόνος στην ούρηση οτιδήποτε άλλο
0,7 at esplanade.. Do mind giving me a lift cos i got no car today..,7 στην εσπλανάδα.. Μη μου πείτε ανελκυστήρα γιατί δεν έχω αυτοκίνητο σήμερα..
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of lt gt Lacs.there is no source to arng dis amt. lt gt lacs..thats my prob,Θέλω να αγοράσω ένα αυτοκίνητο BMW επειγόντως..είναι πολύ επείγον.αλλά υπάρχει έλλειψη lt gt Lacs.δεν υπάρχει καμία πηγή για να το βρείτε. Είναι το πρόβλημα μου
0,At home watching tv lor.,Στο σπίτι βλέποντας τηλεόραση.
0,Does she usually take fifteen fucking minutes to respond to a yes or no question,Συνήθως της παίρνει δεκαπέντε γαμημένα λεπτά για να απαντήσει σε μια ερώτηση ναι ή όχι
1,Congrats Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16 Close 300603 post BCM4284 Ldn WC1N3XX,Συγχαρητήρια η βιντεοκάμερα Nokia 3650 είναι η κλήση σας 09066382422 Κόστος κλήσεων 150 σελ/λεπτό Η μέση κλήση 3 λεπτά διαφέρει από κινητά 16 Κλείσιμο 300603 ανάρτηση BCM4284 Ldn WC1N3XX
0,Booked ticket for pongal,Κράτηση εισιτηρίου για pongal
0,You available now I'm like right around hillsborough amp lt gt th,Είστε διαθέσιμοι τώρα είμαι σαν ακριβώς γύρω από το Hillsborough amp lt gt th
0,The message sent is askin for lt gt dollars. Shoul i pay lt gt or lt gt,Το μήνυμα που εστάλη ζητά lt gt δολάρια. Να πληρώσω lt gt ή lt gt
0,"Ask g or iouri, I've told the story like ten times already","Ρωτήστε το g ή το iouri, έχω πει την ιστορία σαν δέκα φορές ήδη"
0,How long does applebees fucking take,Πόση ώρα χρειάζονται οι μέλισσες
0,"Hi hope u get this txt journey hasnt been gd,now about 50 mins late I think.","Γεια, ελπίζω να καταλάβετε αυτό το ταξίδι txt δεν ήταν καλό, πόσο περίπου 50 λεπτά αργά νομίζω."
0,But i have to. I like to have love and arrange.,Αλλα πρεπει. Μου αρέσει να έχω αγάπη και να κανονίζω.
0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world .very tough to get out.,Ναι.. είναι πραγματικά υπέροχος.. Ο Μπάτζι είπε στον Καλλίς ο καλύτερος παίκτης του κρίκετ μετά το σαχίν στον κόσμο. Πολύ δύσκολο να βγεις έξω.
0,You were supposed to wake ME up gt,Υποτίθεται ότι θα ΜΕ ξυπνούσες gt
0,Oic... I saw him too but i tot he din c me... I found a group liao...,"Ωχ... τον είδα κι εγώ, αλλά δεν με έκανε... Βρήκα ένα γκρουπ..."
0,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND HOWDY GORGEOUS, HOWU DOIN FOUNDURSELF A JOBYET SAUSAGE LOVE JEN XXX","ΓΕΙΑ ΓΕΙΑ ΝΑ ΕΙΜΑΣΤΕ ΠΙΘΗΚΕΣ ΟΙ ΑΝΘΡΩΠΟΙ ΛΕΝΕ ΕΙΜΑΣΤΕ ΜΑΙΜΟΥΔΕΣ ΓΥΡΩ ΤΙ ΠΑΝΕΜΟΡΦΟ, ΠΩΣ ΚΑΤΑΝΕΤΕ ΕΝΑ JOBYET λουκάνικο LOVE JEN XXX"
